Gender,Age,Daily meals frequency,Physical exercise,Height,Weight,BMR,Carbs,Proteins,Fats,Calories
1,20,2,2,165,76,1530.25,296.486,118.594,79.063,2371.887
1,18,3,0,152,94,1639,245.85,98.34,65.56,1966.8
0,23,3,0,173,59,1561.25,234.188,93.675,62.45,1873.502
1,42,3,0,163,69,1337.75,200.662,80.265,53.51,1605.298
1,25,2,1,145,59,1210.25,208.012,83.205,55.47,1664.098
0,20,2,2,175,96,1958.75,379.508,151.803,101.202,3036.062
1,25,2,0,173,57,1365.25,204.788,81.915,54.61,1638.302
1,21,2,3,155,55,1252.75,270.124,108.05,72.033,2160.993
0,24,3,0,168,70,1635,245.25,98.1,65.4,1962
1,22,2,1,135,53,1102.75,189.535,75.814,50.543,1516.283
0,25,3,0,163,47,1368.75,205.312,82.125,54.75,1642.498
1,22,2,0,157,56,1270.25,190.538,76.215,50.81,1524.302
1,24,2,1,163,75,1487.75,255.707,102.283,68.189,2045.661
0,30,3,0,173,90,1836.25,275.438,110.175,73.45,2203.502
0,43,3,2,168,74,1580,306.125,122.45,81.633,2448.997
1,25,2,0,155,75,1432.75,214.912,85.965,57.31,1719.298
0,21,2,0,165,55,1481.25,222.188,88.875,59.25,1777.502
1,23,4,0,160,70,1424,213.6,85.44,56.96,1708.8
0,21,2,0,175,71,1703.75,255.562,102.225,68.15,2044.498
0,23,2,0,165,49,1411.25,211.688,84.675,56.45,1693.502
1,30,3,0,147,60,1207.75,181.162,72.465,48.31,1449.298
0,24,3,0,165,74,1656.25,248.438,99.375,66.25,1987.502
0,30,3,0,157,115,1986.25,297.938,119.175,79.45,2383.502
0,20,3,0,165,44,1376.25,206.438,82.575,55.05,1651.502
1,27,3,0,160,97,1674,251.1,100.44,66.96,2008.8
0,22,2,0,185,84,1891.25,283.688,113.475,75.65,2269.502
0,22,2,1,157,64,1516.25,260.605,104.242,69.495,2084.843
1,22,4,0,165,55,1310.25,196.538,78.615,52.41,1572.302
1,22,3,1,145,86,1495.25,256.996,102.798,68.532,2055.964
0,25,2,0,155,80,1648.75,247.312,98.925,65.95,1978.498
1,28,4,0,152,60,1249,187.35,74.94,49.96,1498.8
1,21,2,4,157,49,1205.25,286.247,114.499,76.332,2289.972
1,37,3,0,163,47,1142.75,171.412,68.565,45.71,1371.298
0,22,3,1,173,101,1986.25,341.387,136.555,91.036,2731.092
1,18,3,0,152,49,1189,178.35,71.34,47.56,1426.8
1,47,3,0,140,72,1199,179.85,71.94,47.96,1438.8
0,24,3,0,165,110,2016.25,302.438,120.975,80.65,2419.502
1,24,3,0,157,45,1150.25,172.538,69.015,46.01,1380.302
1,25,2,0,157,75,1445.25,216.788,86.715,57.81,1734.302
1,25,3,0,152,89,1554,233.1,93.24,62.16,1864.8
0,26,3,0,165,50,1406.25,210.938,84.375,56.25,1687.502
1,26,4,0,155,87,1547.75,232.162,92.865,61.91,1857.298
1,22,2,0,160,43,1159,173.85,69.54,46.36,1390.8
0,25,2,0,155,40,1248.75,187.312,74.925,49.95,1498.498
1,22,3,3,170,74,1531.5,330.23,132.092,88.061,2641.837
0,21,3,0,168,49,1440,216,86.4,57.6,1728
0,27,3,0,165,114,2041.25,306.188,122.475,81.65,2449.502
0,22,4,2,173,85,1826.25,353.836,141.534,94.356,2830.684
0,24,3,2,147,69,1493.75,289.414,115.766,77.177,2315.313
0,24,3,0,165,120,2116.25,317.438,126.975,84.65,2539.502
1,25,2,0,147,54,1172.75,175.912,70.365,46.91,1407.298
0,22,2,1,170,65,1607.5,276.289,110.516,73.677,2210.313
1,22,3,0,160,96,1689,253.35,101.34,67.56,2026.8
0,27,4,2,170,70,1632.5,316.297,126.519,84.346,2530.378
1,22,2,0,152,73,1409,211.35,84.54,56.36,1690.8
0,18,3,0,163,41,1343.75,201.562,80.625,53.75,1612.498
0,22,3,0,160,118,2075,311.25,124.5,83,2490
0,24,2,4,175,79,1768.75,420.078,168.031,112.021,3360.625
0,28,2,0,168,88,1795,269.25,107.7,71.8,2154
0,15,2,4,160,49,1420,337.25,134.9,89.933,2697.997
